title,category,nominee,artist,workers,img
19th Annual GRAMMY Awards  (1976),Album Of The Year,Songs In The Key Of Life,Stevie Wonder,"Stevie Wonder, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
19th Annual GRAMMY Awards  (1976),Song Of The Year,I Write The Songs,,"Bruce Johnston, songwriter (Barry Manilow)",
19th Annual GRAMMY Awards  (1976),Best New Artist Of The Year,Starland Vocal Band,,,
19th Annual GRAMMY Awards  (1976),Best Instrumental Arrangement,Leprechaun's Dream,,"Chick Corea, arranger (Chick Corea)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/chickcorea-spotlight-488226981.png?itok=JQO5nxpu
19th Annual GRAMMY Awards  (1976),Best Arrangement Accompanying Vocalist(s),If You Leave Me Now,,"James William Guercio & Jimmie Haskell, arrangers (Chicago)",
19th Annual GRAMMY Awards  (1976),"Best Arrangement For Voices (Duo, Group Or Chorus)",Afternoon Delight,,"Starland Vocal Band, arrangers (Starland Vocal Band)",
19th Annual GRAMMY Awards  (1976),Best Engineered Recording - Non-Classical,Breezin',,"Al Schmitt, engineer (George Benson)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/alschmitt-spotlight-509785650.png?itok=w_EsLH1P
19th Annual GRAMMY Awards  (1976),Best Album Package,Chicago X,,"John Berg, art director (Chicago)",
19th Annual GRAMMY Awards  (1976),Best Album Notes,The Changing Face Of Harlem - The Savoy Sessions,,"Dan Morgenstern, album notes writer (Various Artists)",
19th Annual GRAMMY Awards  (1976),Best Producer Of The Year,Stevie Wonder,,,
19th Annual GRAMMY Awards  (1976),Best Jazz Vocal Performance,Fitzgerald And Pass...Again,Ella Fitzgerald,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/ellafitzgerald-spotlight-613469734.png?itok=cImNg_WL
19th Annual GRAMMY Awards  (1976),Best Jazz Performance By A Soloist (Instrumental),Basie And Zoot,,"Count Basie, soloist",
19th Annual GRAMMY Awards  (1976),Best Jazz Performance By A Group,The Leprechaun,Chick Corea,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/chickcorea-spotlight-488226981.png?itok=JQO5nxpu
19th Annual GRAMMY Awards  (1976),Best Jazz Performance By A Big Band,The Ellington Suites,Duke Ellington,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/dukeellington-spotlight-627471294.png?itok=JcHFIXXP
19th Annual GRAMMY Awards  (1976),"Best Pop Vocal Performance, Female",Hasten Down The Wind,Linda Ronstadt,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/lindaronstadt-spotlight-89212366.png?itok=DO_KCk0i
19th Annual GRAMMY Awards  (1976),"Best Pop Vocal Performance, Male",Songs In The Key Of Life,Stevie Wonder,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
19th Annual GRAMMY Awards  (1976),"Best Pop Vocal Performance By A Duo, Group Or Chorus",If You Leave Me Now,Chicago,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chicago/Chicago_1_1_1575368108.jpg?itok=LdLkDbNe
19th Annual GRAMMY Awards  (1976),Best Pop Instrumental Performance,Breezin',George Benson,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgebenson-spotlight-101236152.png?itok=MZxZRxbJ
19th Annual GRAMMY Awards  (1976),"Best R&B Vocal Performance, Female",Sophisticated Lady (She's A Different Lady),Natalie Cole,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/natalie_cole_spotlight_156464107.png?itok=qFMuQHBp
19th Annual GRAMMY Awards  (1976),"Best R&B Vocal Performance, Male",I Wish,Stevie Wonder,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
19th Annual GRAMMY Awards  (1976),"Best R&B Vocal Performance By A Duo, Group Or Chorus",You Don't Have To Be A Star (To Be In My Show),"Marilyn McCoo & Billy Davis, Jr.",,
19th Annual GRAMMY Awards  (1976),Best R&B Instrumental Performance,Theme From Good King Bad,George Benson,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgebenson-spotlight-101236152.png?itok=MZxZRxbJ
19th Annual GRAMMY Awards  (1976),Best Rhythm & Blues Song,Lowdown,,"David Paich & Boz Scaggs, songwriters (Boz Scaggs)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Boz%2BScaggs/Boz%2520Scaggs_1_1_1575363527.jpg?itok=0cvA6pUb
19th Annual GRAMMY Awards  (1976),Best Soul Gospel Performance,How I Got Over,Mahalia Jackson,,
19th Annual GRAMMY Awards  (1976),"Best Country Vocal Performance, Female",Elite Hotel,Emmylou Harris,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/emmylouharris-spotlight-516056904.png?itok=ThZ81Yrl
19th Annual GRAMMY Awards  (1976),"Best Country Vocal Performance, Male",(I'm A) Stand By My Woman Man,Ronnie Milsap,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ronnie%2BMilsap/Ronnie%2520Milsap_1_1_1576335078.jpg?itok=eY4LRKAk
19th Annual GRAMMY Awards  (1976),Best Country Vocal Performance By A Duo Or Group,The End Is Not In Sight (The Cowboy Tune),Amazing Rhythm Aces,,
19th Annual GRAMMY Awards  (1976),Best Country Instrumental Performance,Chester And Lester,Chet Atkins & Les Paul,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chet%2BAtkins/Chet%2520Atkins_1_1_1575374039.jpg?itok=MMqiw-n1
19th Annual GRAMMY Awards  (1976),Best Country Song,Broken Lady,,"Larry Gatlin, songwriter (Larry Gatlin)",
19th Annual GRAMMY Awards  (1976),Best Inspirational Performance,"The Astonishing, Outrageous, Amazing, Incredible, Unbelievable, Different World of Gary S. Paxton",Gary S. Paxton,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gary%2BS.%2BPaxton/Gary%2520S.%2520Paxton_1_1_1575363732.jpg?itok=BG2_6x_U
19th Annual GRAMMY Awards  (1976),Best Gospel Performance (Other Than Soul Gospel),Where The Soul Never Dies,The Oak Ridge Boys,,
19th Annual GRAMMY Awards  (1976),Best Ethnic Or Traditional Recording,Mark Twang,John Hartford,,
19th Annual GRAMMY Awards  (1976),Best Latin Recording,Unfinished Masterpiece,Eddie Palmieri,,
19th Annual GRAMMY Awards  (1976),Best Recording For Children,Prokofiev: Peter And The Wolf/Saint-Saens: Carnival Of The Animals,Karl Bohm & Hermione Gingold,,
19th Annual GRAMMY Awards  (1976),Best Comedy Recording,Bicentennial Nigger,Richard Pryor,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Richard%2BPryor/Richard%2520Pryor_1_1_1575365672.jpg?itok=KM2f41J2
19th Annual GRAMMY Awards  (1976),Best Spoken Word Recording,Great American Documents,"Helen Hayes, Orson Welles, Henry Fonda & James Earl Jones",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Orson%2BWelles/Orson%2520Welles_1_1_1575364591.jpg?itok=codeNzGJ
19th Annual GRAMMY Awards  (1976),Best Instrumental Composition,Bellavia,,"Chuck Mangione, composer (Chuck Mangione)",
19th Annual GRAMMY Awards  (1976),Album Of Best Original Score Written For A Motion Picture Or Television Special,Car Wash,,"Norman Whitfield, composer (Various Artists)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Norman%2BWhitfield/Norman%2520Whitfield_1_1_1575360323.jpg?itok=Ca_AsG3m
19th Annual GRAMMY Awards  (1976),Best Cast Show Album,Bubbling Brown Sugar,,"Luigi Creatore & Hugo Peretti, producers (Original Broadway Cast)",
19th Annual GRAMMY Awards  (1976),Classical Album Of The Year,Beethoven: The Five Piano Concertos,,"Daniel Barenboim, conductor; Artur Rubinstein, artist; Max Wilcox, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Daniel%2BBarenboim/Daniel%2520Barenboim_1_1_1575366671.jpg?itok=okk4k95I
19th Annual GRAMMY Awards  (1976),Best Classical Orchestral Performance,Strauss: Also Sprach Zarathustra,,(Chicago Symphony Orchestra),
19th Annual GRAMMY Awards  (1976),Best Opera Recording,Gershwin: Porgy And Bess,,"Lorin Maazel; Michael Woolcock, producer (Cleveland Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lorin%2BMaazel/Lorin%2520Maazel_1_1_1575359649.jpg?itok=zjVRS0fA
19th Annual GRAMMY Awards  (1976),Best Choral Performance (Other Than Opera),Rachmaninoff: The Bells,,(London Symphony Chorus; London Symphony Orchestra),
19th Annual GRAMMY Awards  (1976),Best Chamber Music Performance,The Art Of Courtly Love,,"David Munrow, artist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BMunrow/David%2520Munrow_1_1_1575364220.jpg?itok=eCCwQ70M
19th Annual GRAMMY Awards  (1976),"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",Beethoven: The Five Piano Concertos,,"Artur Rubinstein, artist (London Philharmonic Orchestra)",
19th Annual GRAMMY Awards  (1976),"Best Classical Performance, Instrumental Soloist Or Soloists (Without Orchestra)",Horowitz Concerts 1975/76,,"Vladimir Horowitz, artist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/vladimir_horowitz_spotlight_2634883.png?itok=gIIAX5QM
19th Annual GRAMMY Awards  (1976),Best Classical Vocal Soloist Performance,Herbert: Music Of Victor Herbert,,,
19th Annual GRAMMY Awards  (1976),"Best Engineered Recording, Classical",Gershwin: Rhapsody In Blue,,"Milton Cherin, Edward (Bud) T. Graham & Ray Moore, engineers (George Gershwin 1925 Piano Roll; Michael Tilson Thomas cond. Columbia Jazz Band)",
18th Annual GRAMMY Awards  (1975),Record Of The Year,Love Will Keep Us Together,Captain & Tennille,"Daryl Dragon, producer",
18th Annual GRAMMY Awards  (1975),Album Of The Year,Still Crazy After All These Years,Paul Simon,"Phil Ramone & Paul Simon, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/paul_simon_spotlight.png?itok=xHPYjREd
18th Annual GRAMMY Awards  (1975),Song Of The Year,Send In The Clowns,,"Stephen Sondheim, songwriter (Judy Collins)",
18th Annual GRAMMY Awards  (1975),Best New Artist Of The Year,Natalie Cole,,,
18th Annual GRAMMY Awards  (1975),Best Instrumental Arrangement,The Rockford Files,,"Pete Clarence Carpenter & Mike Post, arrangers (Mike Post)",
18th Annual GRAMMY Awards  (1975),Best Arrangement Accompanying Vocalist(s),Misty,,"Ray Stevens, arranger (Ray Stevens)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ray%2BStevens/Ray%2520Stevens_1_1_1575363375.jpg?itok=gO8cTO1W
18th Annual GRAMMY Awards  (1975),Best Engineered Recording - Non-Classical,Between The Lines,,"Larry Alexander, Brooks Arthur & Russ Payne, engineers (Janis Ian)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Larry%2BAlexander/Larry%2520Alexander_1_1_1575997018.jpg?itok=C16w4EDP
18th Annual GRAMMY Awards  (1975),Best Album Package,Honey,,"Jim Ladwig, art director (Ohio Players)",
18th Annual GRAMMY Awards  (1975),Best Album Notes,Blood On The Tracks,,"Pete Hamill, album notes writer (Bob Dylan)",
18th Annual GRAMMY Awards  (1975),"Best Album Notes, Classical",Footlifters,,"Gunther Schuller, album notes writer (Gunther Schuller)",
18th Annual GRAMMY Awards  (1975),Best Producer Of The Year,Arif Mardin,,,
18th Annual GRAMMY Awards  (1975),Best Jazz Performance By A Soloist,Oscar Peterson And Dizzy Gillespie,,"Dizzy Gillespie, soloist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dizzy%2BGillespie/Dizzy%2520Gillespie_1_1_1575359883.jpg?itok=hUo6YAPo
18th Annual GRAMMY Awards  (1975),Best Jazz Performance By A Group,No Mystery,Chick Corea & Return To Forever,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/chickcorea-spotlight-488226981.png?itok=JQO5nxpu
18th Annual GRAMMY Awards  (1975),Best Jazz Performance By A Big Band,Images,Michel Legrand & Phil Woods,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Phil%2BWoods/Phil%2520Woods_1_1_1575359197.jpg?itok=hzJTlR5t
18th Annual GRAMMY Awards  (1975),"Best Pop Vocal Performance, Female",At Seventeen,Janis Ian,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/janisian-spotlight-481637989.png?itok=uCe_ge7i
18th Annual GRAMMY Awards  (1975),"Best Pop Vocal Performance, Male",Still Crazy After All These Years,Paul Simon,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/paul_simon_spotlight.png?itok=xHPYjREd
18th Annual GRAMMY Awards  (1975),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Lyin' Eyes,Eagles,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/eagles-spotlight-84998819.png?itok=2sfdeNzg
18th Annual GRAMMY Awards  (1975),Best Pop Instrumental Performance,The Hustle,Van McCoy,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Van%2BMcCoy/Van%2520McCoy_1_1_1575359611.jpg?itok=Fkhcc59Q
18th Annual GRAMMY Awards  (1975),"Best R&B Vocal Performance, Female",This Will Be,Natalie Cole,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/natalie_cole_spotlight_156464107.png?itok=qFMuQHBp
18th Annual GRAMMY Awards  (1975),"Best R&B Vocal Performance, Male",Living For The City,Ray Charles,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/ray_charles_spotlight_107293349.png?itok=57kc2vwB
18th Annual GRAMMY Awards  (1975),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Shining Star,"Earth, Wind & Fire",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/earthwindandfire-spotlight-510510380.png?itok=bKtmhXwh
18th Annual GRAMMY Awards  (1975),Best R&B Instrumental Performance,"Fly, Robin, Fly",Silver Convention,,
18th Annual GRAMMY Awards  (1975),Best Rhythm & Blues Song,Where Is The Love,,"Harry Wayne Casey, Willie Clarke, Richard Finch & Betty Wright, songwriters (Betty Wright)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Betty%2BWright/Betty%2520Wright_1_1_1575360287.jpg?itok=1OkUONwX
18th Annual GRAMMY Awards  (1975),Best Soul Gospel Performance,Take Me Back,Andrae Crouch & The Disciples,,
18th Annual GRAMMY Awards  (1975),"Best Country Vocal Performance, Female",I Can't Help It (If I'm Still In Love With You),Linda Ronstadt,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/lindaronstadt-spotlight-89212366.png?itok=DO_KCk0i
18th Annual GRAMMY Awards  (1975),"Best Country Vocal Performance, Male",Blue Eyes Crying In The Rain,Willie Nelson,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/willie_nelson_spotlight_468097296.png?itok=nSuGUjJ5
18th Annual GRAMMY Awards  (1975),Best Country Vocal Performance By A Duo Or Group,Lover Please,Kris Kristofferson & Rita Coolidge,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kris%2BKristofferson/Kris%2520Kristofferson_1_1_1575366850.jpg?itok=4YIjk-rh
18th Annual GRAMMY Awards  (1975),Best Country Instrumental Performance,The Entertainer,Chet Atkins,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chet%2BAtkins/Chet%2520Atkins_1_1_1575374039.jpg?itok=MMqiw-n1
18th Annual GRAMMY Awards  (1975),Best Country Song,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,,"Larry Butler & Chips Moman, songwriters (B.J. Thomas)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chips%2BMoman/Chips%2520Moman_1_1_1575371006.jpg?itok=j1YbmMlZ
18th Annual GRAMMY Awards  (1975),Best Inspirational Performance,"Jesus, We Just Want To Thank You",The Bill Gaither Trio,,
18th Annual GRAMMY Awards  (1975),Best Gospel Performance (Other Than Soul Gospel),No Shortage,The Imperials,,
18th Annual GRAMMY Awards  (1975),Best Ethnic Or Traditional Recording,The Muddy Waters Woodstock Album,Muddy Waters,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Muddy%2BWaters/Muddy%2520Waters_1_1_1575369290.jpg?itok=OHx2aKle
18th Annual GRAMMY Awards  (1975),Best Latin Recording,Sun Of Latin Music,Eddie Palmieri,,
18th Annual GRAMMY Awards  (1975),Best Recording For Children,The Little Prince,Richard Burton,,
18th Annual GRAMMY Awards  (1975),Best Comedy Recording,Is It Something I Said?,Richard Pryor,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Richard%2BPryor/Richard%2520Pryor_1_1_1575365672.jpg?itok=KM2f41J2
18th Annual GRAMMY Awards  (1975),Best Spoken Word Recording,Give 'Em Hell Harry,James Whitmore,,
18th Annual GRAMMY Awards  (1975),Best Instrumental Composition,Images,,"Michel Legrand, composer (Michel Legrand & Phil Woods)",
18th Annual GRAMMY Awards  (1975),Album Of Best Original Score Written For A Motion Picture Or A Television Special,Jaws,,"John Williams, composer (John Williams)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/johnwilliams-spotlight-539137396.png?itok=g9wO-Yx9
18th Annual GRAMMY Awards  (1975),Best Cast Show Album,The Wiz,,"Charlie Smalls, composer; Jerry Wexler, producer (Stephanie Mills, Dee Dee Bridgewater)",
18th Annual GRAMMY Awards  (1975),"Album Of The Year, Classical",Beethoven: Symphonies (9) Complete,,"Georg Solti, artist; Raymond Minshull, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgsolti-spotlight-78824961.png?itok=rNrB7-r2
18th Annual GRAMMY Awards  (1975),Best Classical Performance - Orchestra,Ravel: Daphnis Et Chloe (Complete Ballet),,(New York Philharmonic),
18th Annual GRAMMY Awards  (1975),Best Opera Recording,Mozart: Cosi Fan Tutte,,"Colin Davis; Erik Smith, producer (Royal Opera House Orchestra - Covent Garden)",
18th Annual GRAMMY Awards  (1975),"Best Choral Performance, Classical (Other Than Opera)",Orff: Carmina Burana,,(Cleveland Boys Choir; Cleveland Orchestra Chorus),
18th Annual GRAMMY Awards  (1975),Best Chamber Music Performance,"Schubert: Trios Nos. 1 In B Flat, Op. 99 And 2 In E Flat, Op. 100 (Piano Trios)",,"Pierre Fournier, Artur Rubinstein & Henryk Szeryng, artists",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Henryk%2BSzeryng/Henryk%2520Szeryng_1_1_1575364710.jpg?itok=e_lxEyg1
18th Annual GRAMMY Awards  (1975),Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Ravel: Concerto For Left Hand And Concerto For Piano In G/Faure: Fantaisie For Piano And Orchestra,,"Alicia De Larrocha, artist (London Philharmonic)",
18th Annual GRAMMY Awards  (1975),Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Bach: Sonatas And Partitas For Violin Unaccompanied,,"Nathan Milstein, artist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Nathan%2BMilstein/Nathan%2520Milstein_1_1_1575370709.jpg?itok=5-1i_t2W
18th Annual GRAMMY Awards  (1975),Best Classical Vocal Soloist Performance,Mahler: Kindertotenlieder,,(Israel Philharmonic Orchestra),
18th Annual GRAMMY Awards  (1975),"Best Engineered Recording, Classical",Ravel: Daphnis Et Chloe (Complete Ballet),,"Milton Cherin, Edward (Bud) T. Graham & Ray Moore, engineers (Pierre Boulez, conductor)",
17th Annual GRAMMY Awards  (1974),Record Of The Year,I Honestly Love You,Olivia Newton-John,"John Farrar, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Olivia%2BNewton-John/Olivia%2520Newton-John_1_1_1575370845.jpg?itok=SO4aU4ch
17th Annual GRAMMY Awards  (1974),Album Of The Year,Fulfillingness' First Finale,Stevie Wonder,"Stevie Wonder, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
17th Annual GRAMMY Awards  (1974),Song Of The Year,The Way We Were,,"Alan Bergman, Marilyn Bergman & Marvin Hamlisch, songwriters (Barbra Streisand)",
17th Annual GRAMMY Awards  (1974),Best New Artist Of The Year,Marvin Hamlisch,,,
17th Annual GRAMMY Awards  (1974),Best Instrumental Arrangement,Threshold,,"Pat Williams, arranger (Pat Williams)",
17th Annual GRAMMY Awards  (1974),Best Arrangement Accompanying Vocalists,Down To You,,"Joni Mitchell & Tom Scott, arrangers (Joni Mitchell)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tom%2BScott/Tom%2520Scott_1_1_1575369822.jpg?itok=nb-E4Zce
17th Annual GRAMMY Awards  (1974),Best Engineered Recording - Non-Classical,Band On The Run,,"Geoff E. Emerick, engineer (Paul McCartney & Wings)",
17th Annual GRAMMY Awards  (1974),Best Album Package,Come And Gone,,"Ed Thrasher & Christopher Whorf, art directors (Mason Proffit)",
17th Annual GRAMMY Awards  (1974),Best Album Notes,For The Last Time,,"Charles R. Townsend, album notes writer (Bob Wills & His Texas Playboys)",
17th Annual GRAMMY Awards  (1974),Best Album Notes - Classical,Korngold: The Classic Erich Wolfgang Korngold,,"Rory Guy, album notes writer (Hoelscher/Mattes)",
17th Annual GRAMMY Awards  (1974),Best Producer Of The Year,Thom Bell,,,
17th Annual GRAMMY Awards  (1974),Best Jazz Performance By A Soloist,First Recordings!,,"Charlie Parker, soloist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Charlie%2BParker/Charlie%2520Parker_1_1_1575370263.jpg?itok=6cuctHhT
17th Annual GRAMMY Awards  (1974),Best Jazz Performance By A Group,The Trio,"Joe Pass, Oscar Peterson & Niels Pedersen",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Oscar%2BPeterson/Oscar%2520Peterson_1_1_1575363961.jpg?itok=gSiVpbwg
17th Annual GRAMMY Awards  (1974),Best Jazz Performance By A Big Band,Thundering Herd,Woody Herman,,
17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance, Female",I Honestly Love You,Olivia Newton-John,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Olivia%2BNewton-John/Olivia%2520Newton-John_1_1_1575370845.jpg?itok=SO4aU4ch
17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance, Male",Fulfillingness' First Finale,Stevie Wonder,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Band On The Run,Paul McCartney & Wings,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/paul_mccartney_spotlight_514136852.png?itok=3WwFtz10
17th Annual GRAMMY Awards  (1974),Best Pop Instrumental Performance,The Entertainer,Marvin Hamlisch,,
17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance, Female",Ain't Nothing Like The Real Thing,Aretha Franklin,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/arethafranklin-spotlight-814033614.png?itok=V--ngI5B
17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance, Male",Boogie On Reggae Woman,Stevie Wonder,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Tell Me Something Good,Rufus,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Rufus/Rufus_1_1_1575367975.jpg?itok=7RlgDfn7
17th Annual GRAMMY Awards  (1974),Best R&B Instrumental Performance,The Sound Of Philadelphia,MFSB,,
17th Annual GRAMMY Awards  (1974),Best Rhythm & Blues Song,Living For The City,,"Stevie Wonder, songwriter (Stevie Wonder)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
17th Annual GRAMMY Awards  (1974),Best Soul Gospel Performance,In The Ghetto,James Cleveland & The Southern California Community Choir,,
17th Annual GRAMMY Awards  (1974),"Best Country Vocal Performance, Female",Love Song,Anne Murray,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Anne%2BMurray/Anne%2520Murray_1_1_1575370752.jpg?itok=lY8pe_Vs
17th Annual GRAMMY Awards  (1974),"Best Country Vocal Performance, Male",Please Don't Tell Me How The Story Ends,Ronnie Milsap,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ronnie%2BMilsap/Ronnie%2520Milsap_1_1_1576335078.jpg?itok=eY4LRKAk
17th Annual GRAMMY Awards  (1974),Best Country Vocal Performance By A Duo Or Group,Fairytale,The Pointer Sisters,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Pointer%2BSisters/Pointer%2520Sisters_1_1_1575363067.jpg?itok=hu1HP3J0
17th Annual GRAMMY Awards  (1974),Best Country Instrumental Performance,The Atkins-Travis Traveling Show,Chet Atkins & Merle Travis,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chet%2BAtkins/Chet%2520Atkins_1_1_1575374039.jpg?itok=MMqiw-n1
17th Annual GRAMMY Awards  (1974),Best Country Song,A Very Special Love Song,,"Billy Sherrill & Norris Wilson, songwriters (Charlie Rich)",
17th Annual GRAMMY Awards  (1974),Best Inspirational Performance (Non-Classical),How Great Thou Art,Elvis Presley,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/elvis_presley_spotlight_74290646.png?itok=B_5G8OES
17th Annual GRAMMY Awards  (1974),Best Gospel Performance (Other Than Soul Gospel),The Baptism Of Jesse Taylor,The Oak Ridge Boys,,
17th Annual GRAMMY Awards  (1974),Best Ethnic Or Traditional Recording,Two Days In November,Merle Watson & Doc Watson,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Doc%2BWatson/Doc%2520Watson_1_1_1575360891.jpg?itok=Vs_t4SOq
17th Annual GRAMMY Awards  (1974),Best Recording For Children,Winnie The Pooh And Tigger Too,"Sterling Holloway, Sebastian Cabot & Paul Winchell",,
17th Annual GRAMMY Awards  (1974),Best Comedy Recording,That Nigger's Crazy,Richard Pryor,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Richard%2BPryor/Richard%2520Pryor_1_1_1575365672.jpg?itok=KM2f41J2
17th Annual GRAMMY Awards  (1974),Best Spoken Word Recording,Good Evening,Dudley Moore & Peter Cook,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dudley%2BMoore/Dudley%2520Moore_1_1_1575371107.jpg?itok=iM8KOa4R
17th Annual GRAMMY Awards  (1974),Best Instrumental Composition,Tubular Bells - Theme From The Exorcist,,"Mike Oldfield, composer (Mike Oldfield)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mike%2BOldfield/Mike%2520Oldfield_1_1_1575370065.jpg?itok=3T_DkRO2
17th Annual GRAMMY Awards  (1974),Album Of Best Original Score Written For A Motion Picture Or A Television Special,The Way We Were,,"Alan Bergman, Marilyn Bergman & Marvin Hamlisch, composers (Barbra Streisand)",
17th Annual GRAMMY Awards  (1974),Best Score From The Original Cast Show Album,Raisin,,"Robert Brittan & Judd Woldin, composers; Thomas Z. Shepard, producer (Virginia Capers, Joe Morton, Ernestine Jackson, Robert Jackson, Deborah Allen, Helen Martin)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Judd%2BWoldin/Judd%2520Woldin_1_1_1575369248.jpg?itok=q18ItmRH
17th Annual GRAMMY Awards  (1974),"Album Of The Year, Classical",Berlioz: Symphonie Fantastique,,"Georg Solti, artist; David Harvey, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgsolti-spotlight-78824961.png?itok=rNrB7-r2
