coordinate,address,city,state,postal_code,ad_type,description,beds,bath,sqr_lot,sqft,year,style,property_type,price,currency
"('37.719893', '-122.449023')",535 Niagara Ave,San Francisco,CA,94112,place,"Newly remodeled kitchen and remodeled bath (separate shower and tub, skylight, tastefully done). The home features city views in a light and bright setting with new windows, WB fireplace, decorative crown moldings, new roof, new electrical and new gas supply. Opportunity to add 2 more bedrooms in basement. Move into the newly remodeled upper floor and expand the lower level in time.",2,1,,"1,190",Built 1946,Style  Contemporary,Type Single Family Home,"$799,000",
"('37.794533', '-122.410107')",1015-1019 Washington St,San Francisco,CA,94108,place,"This Nob Hill six unit building featuring Romeo style one bedroom units on all 3 level is located just half block to famous San Francisco cable car lines, Chinatown shops, Fisherman's Wharf, North Beach eateries, and minutes to downtown San Francisco. Two of the six units are intentionally left vacant to give the potential buyers the option for owner-use or continue leasing. Building is well maintained with minimal expenses. Actual rent plus projected rents from the two vacant units is at around $120, 000 annually. It's a great investment building for either the owner-users or investors.",,,"1,149","3,000",Built 1907,Built 1907,Type Multi-Family Home,"$1,750,000",
"('37.730707', '-122.41994')",41 Gladstone Dr,San Francisco,CA,94112,place,"Wonderful single family home situated in super hot Excelsior. Convenient to 280 and 101. 3bed/2bath with large rear yard. wood floors,chic modern kitchen with stainless appliances and stone counters. 1bed/bath and sitting room, office lower level, 2beds/1bath,living room and dining upper. 2 car garage middle of the block. BOM no fault of property.",3,2,"2,578","1,315",Built 1942,Style  Traditional,Type Single Family Home,"$899,000",
"('37.758589', '-122.452371')",140 Clarendon Ave,San Francisco,CA,94114,place,"Perched atop Twin Peaks in Clarendon Heights, this ultra-modern urban escape is surrounded by eucalyptus and redwood trees, creating a private & peaceful enclave. Spectacular views of the valley below, and out to the Bay, Alcatraz, Angel Island, Bay Bridge and downtown. A spacious living space with an open kitchen opens to a formal dining room, powder room, and office w/WBF. Downstairs are 3 beds & 2 baths, incl'd a master suite, laundry, sauna/steam room, den, and media room. All this plus a separate guest studio w/kitchenette, and a 2-car garage (w/pad). The garden oasis has a built-in hot tub. The combination of incredible architecture, modern amenities, an expansive layout and sweeping views, makes this residence truly one of a kind.",4,3.5,"7,006","4,350",Built 1980,Style  Contemporary,Type Single Family Home,"$4,995,000",
"('37.770798', '-122.431159')",160 Germania St,San Francisco,CA,94117,place,"NEW PRICE!  Come see this spectacular, new stand-alone property just a block away from Duboce Park!  On a site where there once was nothing but dirt, this brand new residence with top end finishes has it all from a terrific open floor plan on the upper level, an awesome rooftop deck with outstanding city views to its own private rear patio to one car parking.  Need bedrooms?  This place has four of them!  Need bathrooms?  This house has three of them plus a powder room on the upper entertaining level.  It even has a dumbwaiter to bring your groceries up to the kitchen! Bathed in natural light, this is one property not to be missed if you want a special home close to the vibrant Duboce Triangle/Hayes Valley areas and all these neighborhoods have to offer including wonderful restaurants, cafes and parks.  No wonder it has a Walk Score of 93!  Zip downtown on Muni light rail which is just a block away.",4,3.5,,"2,555",Built 1900,Style  Contemporary/Custom,Type Single Family Home,"$2,695,000",
"('37.758735', '-122.44304')",4763 19th St,San Francisco,CA,94114,place,"List price is minimum purchase price at Probate Court. Probate Court Date is 1/27/20 at 9:00 am Probate court is 400 McAllister St. Rm 204 SUPERB Upper Market LOCATION on wonderful block!! Classic Three level VICTORIAN home with PANO VUS! Gorgeous VICTORIAN CHARM, with abundance of both exterior and interior VINTAGE DETAILS. Main level- HIGH CEILINGS and Hardwood Floors Formal DINING ROOM w/ beautiful WAINSCOTING, Large Living room w/ DOWNTOWN VIEWS, FIREPLACE + vintage BUILT-INS, EAT-IN kitchen, w BUTLER'S PANTRY, plus BONUS DEN/OFFICE. Upper Level- Three Rooms with lots of option BEDROOM configurations, SPACIOUS BATHROOM w/bidet, STAINED GLASS Skylight, Softwood Floors on this level and coved ceilings. Garage Level- TWO LARGE STORAGE rooms, Laundry Area, ONE CAR PARKING and access to GARDEN/YARD. This home needs TLC but it is an INCREDIBLE CANDIDATE for remodeling to your own taste and standards with an excellent EXPANSION potential, expand PANO VIEWS, LOCATION, LOC, LOC.......",3,1,"1,860","1,748",Built 1900,Style  Victorian,Type Single Family Home,"$1,688,900",
"('37.787575', '-122.419429')",1151 Sutter St Unit 102,San Francisco,CA,94109,place,"Price Reduced! Modern living and terrific floor plan! Open living with great kitchen featuring Bosch appliances. There's a real master suite with a generous bathroom. The 2nd bedroom is off the living space, making for a nice separation between the bedrooms. There is a second full bathroom and in unit laundry. This 2009 boutique elevator building is located in San Francisco's vibrant Polk Street corridor. You've got easy access to all the best of the city! Be downtown in minutes, have a drink at the Saratoga or Bourbon & Branch, enjoy Swan Oyster Depot, Sons & Daughters, or Liholiho Yacht Club. Or head upstairs and enjoy the welcoming roof deck with couches, lounge chairs, a propane BBQ, fire pit and city views.",2,2,,"1,017",Built 2009,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$990,000",
"('37.758719', '-122.467234')",1585 10th Ave,San Francisco,CA,94122,place,"Prime Inner Sunset location. Four identical 1 bedroom 1 bath units. Low maintenance backyard. Two 2 car side by side parking garages. New paint and new linoleum flooring for stairs and hallway. All units are tenants occupied. Desirable location near UCSF, Golden Gate Park, restaurants, shops and public transportation. Trust Sale without court confirmation.",4,4,"2,300","3,360",Built 1958,Built 1958,Type Multi-Family Home,"$1,780,000",
"('37.789226', '-122.425311')",1700 Gough St Apt 501,San Francisco,CA,94109,place,"Price reduced, will not last at new price of $1,099,000......Fabulous Lower Pacific Heights Condominium.    This is a must see Top Floor unit.    This bright corner unit comes withtwo bedroom, two bath and is situated ontwo levels.        Enjoy the main level withcathedral ceilings in the spaciousliving room, updated eat-in kitchen with freshly installedappliances and counter top, dining area and newly installed Pergo style floor. The main level is completed with the first bedroom, full bathroom and ample closet space.    The upper level consists of newly installed carpet, fresh paint, master suite with full bathroom, walk-in closet and private balcony.    Additional features of this exciting home are: one-car deeded parking, laundry on site, common sunny patio and secured access.    Hurry before it is too late to make this beauty your home.",2,2,,970,Built 1980,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,099,000",
"('37.763344', '-122.433627')",2317-2335 Market St,San Francisco,CA,94114,place,"Upper Market Castro prime Market Street location consisting of five 3-bedroom units & 5 street-level retail spaces. This building offers the investor an excellent opportunity to purchase a mixed-use investment asset with income upside potential and possible development opportunity in the heart of San Francisco's bustling Octavia-Market corridor. Vacant store offers owner/occupier an opportunity. Boasting a prime location on Market b/n Castro & Noe Streets, the two-story mixed-use property features five 3-bedroom residential units & five street-level commercial spaces. 2333 Market (2nd floor) is commercial office. The spacious residential units feature private entrances, abundant natural light, high ceilings, and retain vintage San Francisco charm w/ period detailing. The rear of the property boasts a large sunny yard.The retail spaces w/long standing stable tenants enjoy prime Market Street sidewalk frontage w/ high ceilings and large windows. Walk to Castro Village and Castro Muni",,,0.32,"13,847",Built 1910,Style  Traditional,Type Multi-Family Home,"$6,495,000",
"('37.778309', '-122.425802')",555 Fulton St Unit 305,San Francisco,CA,94102,place,"Located in the desirable Hayes Valley neighborhood, Fulton555 marks the continuation of the new style of urban living with 139 junior one-, one-, two-bedroom condominiums and townhomes. Designed by Ian Birchall & Associates, this sleek modern residential building features a rooftop terrace, dog park, bicycle workstation, lobby attendant, and private lounge. Each home is beautifully furnished with stainless steel Bosch appliances, modern cabinets, and hardwood floors throughout except tile in bathrooms. New construction with expected completion and move-in date of mid-late Summer 2019.",1,1,,504,,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$775,000",
"('37.775937', '-122.412801')",747 Natoma St Apt 104,San Francisco,CA,94103,place,"Spacious tri-level loft at 747 Natoma! #104 is a large artist's loft in a boutique 8 unit bldg. 747 Natoma is tucked away on a SOMA side street offering a convenient location for accessing many different neighborhood destinations, downtown & the freeway. As the largest loft in the complex, loft 104 is the only tri-level flrpln offering a separate level below that can function as a studio, bedroom or flex space. This lower floor has direct access to the unit's pkg spot. The kitchen/living/dining area is open & offers soaring ceilings, gorgeous hdwd flrs, oversized windows & a large, private patio. The master bedroom is upstairs & has direct access to the bathroom. The third level is down a spiral staircase & offers an open room w a built in desk. This room has direct access to the garage and exclusive-use parking space. A storage unit is included w the loft. A totally unique space! The location is super central just a few steps to BART and walking distance to Twitter Bldg. Don't miss!",2,1,,"1,074",Built 1998,Style  Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$975,000",
"('37.778168', '-122.425752')",555 Fulton St Unit 507,San Francisco,CA,94102,place,"Located in the desirable Hayes Valley neighborhood, Fulton555 marks the continuation of the new style of urban living with 139 junior one-, one-, two-bedroom condominiums and townhomes. Designed by Ian Birchall & Associates, this sleek modern residential building features a rooftop terrace, dog park, bicycle workstation, lobby attendant, and private lounge. Each home is beautifully furnished with stainless steel Bosch appliances, modern cabinets, and hardwood floors throughout except tile in bathrooms. New construction with expected completion and move-in January 2020.",2,2,,712,,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,149,000",
"('37.778309', '-122.425802')",555 Fulton St Unit 334,San Francisco,CA,94102,place,"Fulton 555 is a modern collection of 139 junior one-, one-, two-bedroom condominiums and townhomes designed by Ian Birchall & Associates, located in the heart of Hayes Valley. Residence #334 is a north-facing 2 bedroom / 2 bath home with a walk-in closet in the master bedroom and views of the interior courtyard. Other features include floor-to-ceiling windows, stainless steel Bosch appliances, modern cabinets, and hardwood floors throughout. The building's amenities include an onsite organic grocery, rooftop terrace, dog park, bicycle workstation, lobby attendant, and private lounge. Fulton 555 is centrally located, just steps from San Francisco's illustrious performing arts venues, serious foodie locales, trend-setting boutiques and strollable streets.",2,2,,836,,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,199,000",
"('', '')",134-150 Porter St,San Francisco,CA,94110,place,"7 Contiguous lots sold together on the south slope of Bernal Heights. Block 5827-Lots 7,8,9,10,11 16 & 17; address description 134-138-142-146-150 Porter Street & 113-115 Roscoe Street.  Each lot size = 25' X 70' & total square footage of 12,250 for all 7 lots. Zoning allows 2 units per lot + 1 ADU as per Assembly bills 1069,2299 and 2406.  Listing price reflects price of $170,000./lot for a total list price of $1,190,000. OWNERS MAY CONSIDER CARRYING A LOAN. NOTE: Attached renderings are conceptual only & produced solely as general information based on Sellers' preliminary development concept.  These renderings & proposed plans have not been reviewed or approved by any city agency.  No guarantee is made that the depicted concept will be the final result of the actual development as city building codes change frequently.  All interested parties are responsible for conducting their own research on issues related to zoning, size & height restrictions. No warranties, expressed or implied.",,,0.28,,,Type Land,Type Land,"$1,190,000",
"('37.74159', '-122.504786')",2401 46th Ave,San Francisco,CA,94116,place,"Great investment opportunity! This classic Sunset/Parkside mixed-use building is located on a sought-after commercial street. The high-traffic corner provides great visibility & convenience for potential residents/tenants. The building offers 2 entrances with separate addresses. The top floor (2401 46th Ave) is a newly renovated 2 Bedroom 2 bath condo with a huge formal dining room/3rd bedroom. With gorgeous hardwood floors, brand new appliances, privacy windows & crown moulding, this beautiful space awaits its new owner. The ground floor (3601 Taraval St) is currently a high-end luxury Spa with reception area, three private rooms & a storage room. This functional and flexible space could be used for a variety of different businesses. This is a great opportunity for an Owner/User or Passive Investor. Great schools, great restaurants, and just a block from Ocean Beach yet easily accessible via Highway 280, L-Taraval MUNI, 18-46th Avenue Bus Route don't miss this opportunity!",4,4,"1,625","2,273",Built 1954,Style              Duplex,Type Multi-Family Home,"$1,448,000",
"('37.737472', '-122.412388')",462 Prentiss St,San Francisco,CA,94110,place,"Rare Bernal Heights lot in desirable location near the Cortland Avenue shopping corridor with approved plans to build a stunning modern open floor plan single family home with 3BR, 3.5BA with two car garage. Ready to build. Contractor is also available to build to suit. Approve plans are available for immediate reviews.",,,"1,742",,,Type Land,Type Land,"$1,450,000",
"('37.794924', '-122.432202')",2106-2108 Broadway St,San Francisco,CA,94115,place,"2106-08 Broadway is a magnificent VACANT property in a gorgeous, prime Pacific Heights location facing the San Francisco Bay, presenting a tremendous opportunity for an owner-occupant, investor, or developer. The elegant property consists of an upper, two-level penthouse with stunning, full views of the Bay, Golden Gate Bridge and Sausalito, 3 bedrooms & 3 bathrooms, plus family room a& deck; a lovely lower flat with Bay views, renovated kitchen, 3 bedrooms, including a spacious master suite w/ library, and 2 bathrooms; and a detached carriage house flat w/ 2 bedrooms and one bathroom, plus deck with amazing Bay views, above a huge four-car garage. This property is grand with a rich history, and the location incredible, perched atop exclusive Broadway next to elite schools, walking distance to parks, and the shops and restaurants of Union and Fillmore Streets. Don't miss this opportunity to expand, develop, or enjoy as-is!",7,7,"6,531","7,950",Built 1938,Style  Traditional,Type Multi-Family Home,"$8,288,000",
"('37.737406', '-122.479877')",2695 23rd Ave,San Francisco,CA,94116,place,"Gorgeous corner detached single family home located in desirable Parkside neighborhood. Views of Stern Grove from almost every room. Stern Grove is a 33-acre recreational site and is the concert setting for the 82-year-old popular Stern Grove Festival. Main level is sunlit featuring large living room with views and fireplace, formal dining room, kitchen, 2 sizable bedrooms and one bathroom. Upper lever boasts a finished attic with a bathroom, bedroom and family room. Bottom level has 4th bedroom and 3rd bathroom with in-law possibility. Home is zoned R3, which can be 1-2 family dwelling. Comes complete with 1 car parking, plenty of storage, expansion potential, and landscaped front and backyards. Seconds to MUNI, West Portal, Stonestown shopping center, Sava Pool and many parks.",4,3,"2,818","1,525",Built 1926,Built 1926,Type Single Family Home,"$1,650,000",
"('37.791026', '-122.413648')",1177 California St Apt 1003,San Francisco,CA,94108,place,"This fully furnished studio is a renovated condo in the elegant Gramercy Towers, an iconic residence set on San Francisco's beloved Nob Hill neighborhood. This bright space is flooded with natural light, views of Golden Gate Bridge, and twinkling city lights. The galley kitchen and full bath have been renovated with style. The exceptional building has a distinguished courtyard entrance, beautiful lobby, and Osso Steakhouse. Building amenities include 24-hour doorman and security, professional management and maintenance, an exquisite indoor pool with retractable sunroof, sauna, fitness room, laundry room. One car parking in the secure garage. Gramercy Tower is neighbored by San Francisco landmarks: Grace Cathedral, Huntington Park, The Fairmont, Mark Hopkins, many shops, restaurants, and easy access to Union Square and downtown.",0,1,,411,Built 1978,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$549,000",
"('37.736562', '-122.391699')",1216 Newhall St,San Francisco,CA,94124,place,"Located in the Silver Terrace neighborhood, and close to City College of San Francisco, Comfortable, Clean family Home, Bright neutral colors, flowing floor plan, Primo value. As a rule of thumb you cant find this much for this little. Worried you wont find a home? Come see this.",3,2,"1,125","1,472",Built 1999,Style  Traditional,Type Single Family Home,"$859,000",
"('37.792873', '-122.426448')",2000 Washington St Unit 5,San Francisco,CA,94109,place,"This exceptional residence encompasses the entire 5th floor in one of Pacific Heights' most premier cooperative buildings across from Lafayette Park. With architecture masterfully designed by Andrew Skurman, every inch has been transformed with exceptional attention to detail. Formal venues overlook the iconic views of the SF Bay, inclusive of the Golden Gate Bridge and Alcatraz. Artisan character reveals itself at every turn with hardwood floors in varying patters, hand-painted wall coverings, an oak paneled library and office, unrivaled moldings and professional lighting throughout. This property offers 3 car parking and the building benefits from doorperson service, an on-site resident manager and a breathtaking roof-top terrace.",4,3.5,,"5,400",Built 1922,Style  Traditional,Type Condo/Townhome/Row Home/Co-Op,"$16,500,000",
"('37.773745', '-122.429387')",337 Webster St,San Francisco,CA,94117,place,"New Attractive Price!! Six 2Bd units in a very attractive Arts & Crafts era building. I-car garage. Excellent floor plans, beamed ceilings, period detailing. 5, 157 sq. ft (per Tax Record). Separate gas/elect. meters. Huge upside in rents. Great long term hold or TIC. Walk to Fillmore St./Haight St./ Market St. conveniences & public transportation.",,,"2,500","5,157",Built 1908,Style  Arts & Crafts,Type Multi-Family Home,"$2,450,000",
"('37.764815', '-122.466036')",1260-1262 9th Ave,San Francisco,CA,94122,place,"This extremely well located mixed-use property, near the corner of 9th Avenue and Irving Street, has been meticulously maintained by its current owner. Recent improvements include upgraded kitchen and bathrooms. The building layout is as follows: 1262 9TH AVENUE | GROUND FLOOR RETAIL Approximately 1, 155 SF of commercial space: High ceilings, 1 bathroom and storage space. Currently leased to Cary Lane retail store (since 2013). 1260 9TH AVENUE | SECOND FLOOR | RESIDENTIAL A charming, well-appointed 3BD/2BA apartment (1, 565 SF) with living and dining areas, a large kitchen with gas stove + granite countertop and modern baths. The Master Bedroom includes an ensuite bath. Front room with fireplace is being used as a comfortable 4th bedroom. Backyard space for residents.",3,,"2,996","2,720",Built 1905,Built 1905,Type Multi-Family Home,"$2,320,000",
"('37.792544', '-122.436031')",2500 Steiner St Unit 3,San Francisco,CA,94115,place,"This magnificent residence encompasses the full 3rd floor of a signature Pacific Heights cooperative apartment building on a corner directly across from Alta Plaza Park. With all the architectural detail of its heritage dating back to 1927, the residence begins with an impressive lobby and elevator to your third-floor front door. Arriving into the classic foyer, espresso hued hardwood floors are introduced along with walls and carved plaster moldings in a crisp white palette that allows the exceptional views to take center stage. The Golden Gate Bridge, San Francisco Bay, greenbelts of Alta Plaza Park, and the architecture for which Pacific Heights is renowned all become an integral part of each room from many vantage points, whether standing or sitting. Grand formal rooms are complemented by a more intimate library and a beautifully updated kitchen, a wide hallway leads to three generous bedrooms, each with its own bath, plus there is a multi-room staff quarters with bath and flexibility of use for bedrooms, nursery, fitness, and/or office. Adding the finishing touch is direct elevator access to an assigned parking space plus storage space. This building is professionally managed with staffed entrance every day from 8am to midnight and is just steps to Alta Plaza Park as well as myriad shops and fine restaurants and acclaimed private schools including Town School, Stuart Hall, Convent of the Sacred Heart, and the Hamlin School. A one-of-a-kind property seldom to come on the market.",5,4,,"3,500",Built 1927,Style  Traditional,Type Condo/Townhome/Row Home/Co-Op,"$7,400,000",
"('37.757725', '-122.399641')",863 Carolina St,San Francisco,CA,94107,place,"San Francisco Planning Department approved and zoned for 4,451 square feet, four floors, four bedrooms, four full baths, a two-car garage and a private elevator to each floor. The property offers a range of income opportunity, from a one-of-kind dream home to a multi-unit building cost controlled for development and profitable resale. Included is a rarely approved entitlement to demolish an existing shack and build one level above the surrounding structures.     The architecture, visualized by Sutro Architects, provides 360-degree views of the cityscape. A once in a lifetime building opportunity on the crest of Potrero Hill. The property is conveniently located for quick and easy access to I-280, I-80, I-101, and Caltrain. Neighbors include Chase Center (the new Warriors stadium), Mission Rock, UCSF Medical Center and Oracle Park.",,,"2,495","4,451",Built 1907,Built 1907,Type Multi-Family Home,"$2,088,000",
"('37.789041', '-122.449536')",3436 Clay St Apt 1,San Francisco,CA,94118,place,"When only the best will do! The most elegant and finest of living in one of San Francisco most coveted neighborhoods- Presidio Heights! Do not miss this one-it has a flexible floor plan that would allow one to convert easily into a two bedroom. Send your clients who want to live amongst the Grand Dame homes of SF. Ideally located close to Laurel Village, Sacramento Street shops and restaurants and of course the ultimate SF playground; The Presidio! This 1904 Edwardian beauty features high coved ceilings, architecture elements and new wood flooring throughout. South facing, it basks in sunlight and looks out onto Presidio Heights playground. Onsite laundry, lovely rear private yard and a large dedicated storage room. This one won't last. Note- Soft Story retrofit is almost complete and already paid for.",1,1,"4,391",824,Built 1904,Style              Edwardian,Type Condo/Townhome/Row Home/Co-Op,"$1,050,000",
"('37.711177', '-122.388087')",301 Crescent Ct Apt 3414,San Francisco,CA,94134,place,"Welcome to 301 Crescent Court located in the heart of Candlestick Cove. As you pass the 24 hour security guard and enter this Gated Community you will find a quiet serene place to call home. Light and bright top floor corner unit offers tree lined views and enjoyable sunsets to the west. The condo features an inviting foyer, Master Bedroom with walk in closet, large bathroom with double vanity sinks, combo living/dining room with large windows and walk out balcony. The kitchen has an abundance of cabinet space, gas range and stainless steel appliances. Second bedroom, full bath, and in unit laundry complete the unit. Community amenities include 1 car secured parking, gym, walking trails, and free shuttle to Bart. Great location with easy access to Downtown SF or down the Peninsula",2,2,,"1,156",Built 2007,Built 2007,Type Condo/Townhome/Row Home/Co-Op,"$749,900",
"('37.735922', '-122.463447')",250 Santa Paula Ave,San Francisco,CA,94127,place,"Perched on the hills of St Francis Wood is a majestic property waiting for its new owner. Fully remodeled and expanded in 2005, all 5 bedrooms have bright romantic balconies facing west towards nature and the ocean. Perfect to watch the sunset with your loved ones. This stately home unfolds behind its Spanish Mediterranean facade with multiple levels. The vertical floorplan is seamless for entertaining, while also keeping other levels undisturbed. Excellent for the family who loves to be together but still value their personal space. This home is picture-perfect for celebrating with family and friends.",5,6,"4,647","4,940",Built 1926,Style  Spanish/Med,Type Single Family Home,"$3,895,000",
"('37.735921', '-122.424178')",3801 Mission St,San Francisco,CA,94110,place,"Welcome to fashionable San Francisco Styled Home in the fabulous Bernal Heights location, near everything! Mixed-Use property features 2-story building composed of one commercial space and three residential units, perfect for the apprentice investor or owner move-in opportunity. The completely remodeled unit has a spacious pleasant interior with lots of light, 10' ceilings, architectural details & charms. This stunning property is ready for new occupants with refinished original oak wood flooring, stainless steel appliances, marble countertops, eat-in kitchen, living room with original classic built-ins, crown molding and wainscoting, office/storage area, tankless water heater and bay windows in the main salon and both bedrooms to bring in bright natural light. The bathroom is completely updated with a new vanity/mirror and glass door shower stall. Truly amazing opportunity & available for the 1st time in 100 yrs.",6,,"2,495","3,480",Built 1906,Style              A Frame,Type Multi-Family Home,"$1,999,000",
"('37.797192', '-122.41511')",1728-1730 Jones St,San Francisco,CA,94109,place,"Nestled on a prime block near the top of Russian hill, this classic 6-unit building with a lovely landscaped interior courtyard has 1 2-level 3-bedroom+ den, 2.5bath townhouse, 2 2-bedrooms, and 3 studios, plus 4 car side-by-side garages.",,,,,Built 1913,Style  Traditional,Type Multi-Family Home,"$3,800,000",
"('37.80412', '-122.419814')",898 Francisco St,San Francisco,CA,94109,place,"Grand and historic 6BR, 6.5BA Tudor Revival home offering elegance and comfortable family living on Russian Hill. Sweeping and stunning views of Alcatraz Island, San Francisco Bay, Ghirardelli Square, Sausalito, Mt. Tamalpais, Tiburon, Belvedere Island, Angel Island, Aquatic Park and more. An adjacent 40x60 ft. lot on Hyde St.is also available for $3m if purchased with the home.",6,6.5,"5,832","6,305",Built 1914,Style  Tudor,Type Single Family Home,"$10,950,000",
"('37.786063', '-122.392176')",401 Harrison St Apt 40D,San Francisco,CA,94105,place,"Beautifully appointed residences perched atop Rincon Hill with Bay views within steps of the best restaurants, shops, and The Embarcadero. Gracious interiors curated by acclaimed designer Ken Fulk, including the building's elegant penthouse lounge and grand salon. Residences boast diagonal plank Siberian oak wood floors in the kitchen and living spaces, Studio Becker Ash Molina Cabinetry, polished white slab Carrara marble countertops, and Waterworks unlacquered brass fixtures throughout. Custom kitchens include Bertazzoni appliances and Sub-zero integrated refrigerators. Unique to the building is The Harrison Attach, your personal concierge 24/7. Enjoy the 2, 500 sf gym, steam room, heated pool and jacuzzi.",2,2,,"1,252",Built 2014,Built 2014,Type Condo/Townhome/Row Home/Co-Op,"$2,900,000",
"('37.743422', '-122.407302')",1149 Esmeralda Ave,San Francisco,CA,94110,place,"Downslope lot with preliminary drawings for an 1874 sq.ft. four level residence with panoramic views. The proposed home will be fully detached on three sides which will bring in an abundance of light. On the street level you will find a private garage with roof terrace above that takes advantage of views of the Bay. Gravitating below will bring you to an open living/dining area with bay windows and a fully equipped kitchen. Continuing you will find two en-suite bedrooms on one level, the front with a bay window and views. On the next level is your master suite with walk in closet and spa like bathroom. At the base of this luxury home is the den with attached patio that can act as an entertainment area or a guest space. The proposed home is ideal for the discerning buyer that wants the feel of a downtown penthouse, yet covets the chic neighborhood of Bernal Heights.",,,436,,,Type Land,Type Land,"$495,000",
"('37.779294', '-122.506977')",494 46th Ave,San Francisco,CA,94121,place,"View 2 photos of this 3 bed, 1+ bath, 1,444 Sq. Ft. single family home at 494 46th Ave, San Francisco, CA 94121 on sale now for $1,599,000.",3,1.5,"3,106","1,444",Built 1922,Built 1922,Type Single Family Home,"$1,599,000",
"('37.750828', '-122.417442')",994 Capp St,San Francisco,CA,94110,place,"994 Capp Street is a 6 unit apartment building that consists of 3- one bedroom units and 3- studio units. Located in a vibrant, Mission corner location, just a block from 24th Street retail and restaurants. 6 car parking, currently not on the mandatory soft story retrofit list.",,,"2,700","3,014",Built 1900,Built 1900,Type Multi-Family Home,"$1,650,000",
"('37.720999', '-122.449458')",143 Louisburg St,San Francisco,CA,94112,place,"Ingleside Mediterranean Style Home. The Main Home is 2 Bedrooms, 2 Bathrooms Updated Kitchen, Formal Living Room with High Ceilings, a Fireplace and Dining Area. Downstairs has 2 bedrooms, 2 Bathrooms, and a Kitchen, This is not included in the tax Records and was done with-out Permits. 1 Car Garage. Big Backyard Perfect for entertaining and garden. Close to Schools, Shopping, Public Transportation, Easy Access to the Freeway.",2,2,"3,001","1,213",Built 1941,Style  Mediterranean/Spanish,Type Single Family Home,"$995,000",
"('37.722997', '-122.454428')",263 Lee Ave,San Francisco,CA,94112,place,Bring your imagination to this fixer upper. Property zoned RH-2 which allows either a single family home or duplex.,0,1,"2,809","1,008",Built 1910,Style  Contemporary,Type Single Family Home,"$800,000",
"('37.760848', '-122.419549')",2260 Mission St,San Francisco,CA,94110,place,"2260-2262 Mission Street is a fantastic MIXED USE BUILDING. This is a rare opportunity to acquire a building located in the heart of the vibrant Mission District. The subject property is located a neighborhood bustling with boutique shops and fantastic restaurants. It is also conveniently located near two BART stations and is on the path of travel for multiple busy bus lines. The area has a Walk Score of 99/100, Bike Score of 99/100, and Transit Score of 94/100. The property consists of a highly visible ground floor commercial space and six (6) residential units. The wood-frame building was built in 1912 according to city records, which list the building's square footage as 5, 118 square feet (per tax records). Building has tremendous upside in rents!",,,"2,000","5,118",Built 1912,Built 1912,Type Multi-Family Home,"$2,399,000",
"('37.772198', '-122.439107')",1100-1102 Page St,San Francisco,CA,94117,place,"Priced to Sell! Located on the corner of Page and Broderick in the Haight Ashbury district, 1100-1102 Page Street is the quintessential SF Edwardian. With 4 units & a big square footage of 6, 940, two are occupied. This is an investment opportunity without the fixer-upper status. The property has been remodeled and updated throughout the years while maintaining its original charm and period details. Updates include, but not limited to, remodel of unit 1100. The first floor unit contains 1 bd/1ba while the remaining three flats each are complete with 3 beds and 1.5-1.75 baths & W/D hookups. All units have private & separate entrances, its own gas meters and large restored Victorian windows providing natural light throughout & impeccable views of the downtown skyline. A large basement is on the bottom floor that was used as a dance studio in the 1900's.",10,5,"2,495","6,940",Built 1902,Style              Edwardian,Type Multi-Family Home,"$4,169,000",
"('37.74587', '-122.471061')",2260 15th Ave,San Francisco,CA,94116,place,"Move in condition! Beautiful detached house. 2 bedroom plus sun room, 2 bathroom (one of the bathroom in bedroom, legality is unwarranted). Formal living room with built in entertainment center. Formal dining room. Hardwood floor through. One bedroom, one large living room with one full bath (unwarranted) downstairs. Separate entrance. close to Golden Gate Height, 1/2 block to Herbert Hoover Middle School. Convenient and Quiet location. A Must See!!",3,2,"2,734","1,550",Built 1927,Built 1927,Type Single Family Home,"$1,480,000",
"('37.778309', '-122.425802')",555 Fulton St Unit 334,San Francisco,CA,94102,place,"Fulton 555 is a modern collection of 139 junior one-, one-, two-bedroom condominiums and townhomes designed by Ian Birchall & Associates, located in the heart of Hayes Valley. Residence #334 is a north-facing 2 bedroom / 2 bath home with a walk-in closet in the master bedroom and views of the interior courtyard. Other features include floor-to-ceiling windows, stainless steel Bosch appliances, modern cabinets, and hardwood floors throughout. The building's amenities include an onsite organic grocery, rooftop terrace, dog park, bicycle workstation, lobby attendant, and private lounge. Fulton 555 is centrally located, just steps from San Francisco's illustrious performing arts venues, serious foodie locales, trend-setting boutiques and strollable streets.",2,2,,836,,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,199,000",
